management,monitor,target,people,lemp_firm,export,competition,ownership,mne_country,mne_f,mne_d,degree_m,degree_nm,country,sic
3,3.4000001,3,3.3333333,6.6200733,0,10,Private Individuals,,0,0,40,2,UK,24
3.0555556,3.8,2.5999999,3,6.2146082,,10,Private Equity,US,1,0,60,2,UK,26
3,3,3.2,2.6666667,5.521461,,,Dispersed Shareholders,,0,0,50,10,UK,26
3.0555556,3.5999999,2.4000001,2.8333333,5.1532917,,,Dispersed Shareholders,,0,0,,,UK,20
3.2222223,3.4000001,3.4000001,3,5.1929569,,7,Dispersed Shareholders,,0,0,100,8,UK,20
3.6666667,4.4000001,3.8,3,5.1929569,0,5,Dispersed Shareholders,UK,0,1,,,UK,20
3.3333333,3.4000001,3.5999999,3.1666667,4.7874918,,,,,0,0,,,UK,38
2.1111112,2.2,2.8,1.8333334,5.7037826,,1,Dispersed Shareholders,UK,0,1,70,15,UK,38
3.6111112,3.8,3.5999999,3.6666667,5.9914646,80,10,Dispersed Shareholders,Norway,1,0,50,45,UK,38
3.6111112,3.4000001,3.4000001,4,8.0561094,,,"Family owned, family CEO",,0,0,,,UK,20
3.7777777,4.1999998,3.8,3.5,8.1605186,,3,"Family owned, family CEO",,0,0,17,2,UK,20
3.7777777,3.8,3.5999999,3.6666667,8.4338112,2,2,"Family owned, family CEO",,0,0,50,5,UK,20
4.1666665,4.5999999,4,3.8333333,5.9914646,,5,Dispersed Shareholders,US,1,0,100,10,UK,36
4.7222223,4.8000002,4.8000002,4.5,6.3969297,,,,,0,0,,,UK,26
3.0555556,3.2,3.8,2.3333333,5.2983174,,8,Private Individuals,,0,0,43,1,UK,20
2.1111112,2.4000001,2.4000001,1.6666666,5.32301,0,3,Private Individuals,,0,0,15,0,UK,20
2.1764705,2.2,2.2,2.1666667,5.1357985,,1,Other,,0,0,25,0,UK,20
1.9444444,2.2,2,2,6.3969297,1,10,Other,,0,0,0,5,UK,20
3.1176472,3.4000001,3.4000001,3.4000001,6.1092477,,10,Dispersed Shareholders,Switzerland,1,0,95,2,UK,39
1.9444444,2,1.2,2.3333333,6.4769726,,10,"Family owned, family CEO",UK,0,1,0,0,UK,24
3.7222223,4,4,2.8333333,6.1092477,60,3,Dispersed Shareholders,Japan,1,0,30,1,UK,35
3,3,3.4000001,2.6666667,6.1092477,,7,Managers,UK,0,1,20,0,UK,25
3,3.8,2.5999999,2.6666667,5.0106354,,6,Founder,,0,0,,,UK,35
3.5555556,3.8,3.5999999,3.1666667,5.0106354,98,6,Founder,,0,0,50,0,UK,35
3.5,3.4000001,3,4.5,6.6280413,,,,,0,0,,,UK,26
2.5,2.5999999,2.8,2,6.3969297,,10,Private Individuals,UK,0,1,30,10,UK,20
2.5555556,2.4000001,2.5999999,2.5,5.521461,5,10,Managers,,0,0,40,10,UK,20
3.1111112,3.4000001,3,3,6.3225651,,6,Private Equity,UK,0,1,10,2,UK,20
3.7222223,4.1999998,3.8,3.5,7.8240461,4,8,Private Equity,UK,0,1,60,8,UK,20
2.4444444,2.8,1.4,3,5.0106354,,2,Founder,,0,0,90,10,Greece,20
3.5555556,4,3.4000001,3.1666667,5.5984221,,10,"Family owned, family CEO",,0,0,80,5,Greece,20
3.3333333,3.5999999,3.2,3,5.908083,50,10,"Family owned, family CEO",,0,0,100,10,Greece,20
4.1666665,4.8000002,4,3.5,7.0900769,,3,Private Individuals,Netherlands,1,0,85,1,Greece,20
3.8888888,4.1999998,3.8,3.6666667,5.5606818,,5,Private Individuals,Netherlands,1,0,100,15,Greece,20
4.1666665,4.5999999,4.4000001,3.6666667,7.0030656,,2,Private Individuals,Greece,0,1,35,0,Greece,33
4.2777777,5,4.1999998,3.6666667,7.0030656,60,0,Dispersed Shareholders,UK,1,0,100,10,Greece,33
2.1666667,2.5999999,2,1.8333334,5.521461,,3,"Family owned, family CEO",,0,0,90,5,Greece,20
2.2777777,2.4000001,2,2.1666667,5.0106354,,5,"Family owned, family CEO",,0,0,100,60,Greece,36
1.6111112,1.2,1.4,2.3333333,5.0106354,,4,Founder,,0,0,95,0,Greece,28
2.5,2.5999999,2.4000001,2.5,5.1929569,10,10,"Family owned, family CEO",,0,0,80,20,Greece,28
1.9375,1.6,1.8,2.4000001,4.6249728,,5,"Family owned, family CEO",,0,0,50,1,Greece,28
3.3333333,4,3.4000001,2.8333333,5.521461,,5,Managers,Greece,0,1,100,0,Greece,28
3.8888888,4,4,3.5,5.0106354,10,4,Managers,Greece,0,1,90,20,Greece,28
3.1666667,3.5999999,2.5999999,3.3333333,4.7004805,,3,"Family owned, family CEO",,0,0,90,3,Greece,21
2,2,2,2,4.7004805,85,10,"Family owned, family CEO",,0,0,100,15,Greece,21
3.3529413,3.5999999,3.8,3,4.7874918,,2,"Family owned, family CEO",,0,0,84,0,Greece,28
4.4444447,5,4.4000001,4,6.3099184,,3,Other,Netherlands,1,0,100,,Greece,20
3.9444444,4,4.1999998,3.6666667,6.9077554,30,4,Other,Netherlands,1,0,100,65,Greece,20
2.7222223,2,2.8,3.1666667,4.9052749,,1,"Family owned, family CEO",,0,0,25,5,Greece,27
2.5555556,2.8,2.4000001,2.5,4.8675346,3,5,"Family owned, family CEO",,0,0,100,20,Greece,27
2.8333333,3.4000001,2,3,5.9661469,,1,Founder,,0,0,90,35,Greece,28
2.6666667,3,2.2,2.6666667,6.2146082,12,10,Founder,,0,0,100,0,Greece,28
2.1764705,1.8,2,2.6666667,5.1929569,,1,"Family owned, family CEO",,0,0,30,0,Greece,34
3.1666667,3.5999999,2.5999999,3.1666667,5.267858,0,5,Private Individuals,Austria,1,0,100,0,Greece,34
2.1111112,3,1.6,1.6666666,5.7037826,,10,"Family owned, family CEO",,0,0,75,15,Greece,20
3,3.2,2.8,2.6666667,5.2983174,,10,"Family owned, family CEO",,0,0,90,0,Greece,28
2.8333333,3,2.4000001,3,5.4380794,6,10,"Family owned, family CEO",,0,0,80,40,Greece,28
4.3888888,4.5999999,4.4000001,4.3333335,5.7037826,,4,Dispersed Shareholders,US,1,0,100,20,Greece,28
3.6666667,3.5999999,3.5999999,3.6666667,5.7037826,50,10,Dispersed Shareholders,US,1,0,100,50,Greece,28
2.6470587,3,2.5999999,2.4000001,6.2146082,,10,Dispersed Shareholders,,0,0,100,0,Greece,28
3.0555556,3.5999999,2.4000001,3,7.3132205,,10,"Family owned, external CEO",Greece,0,1,100,20,Greece,30
1.6111112,2,1.4,1.3333334,5.521461,,2,"Family owned, external CEO",Italy,1,0,80,0,Greece,29
1.6111112,1.2,1.4,1.6666666,4.6051702,,10,"Family owned, family CEO",,0,0,100,0,Greece,28
3.7777777,4.1999998,4.1999998,3.1666667,7.0030656,,1,Other,Germany,1,0,97,0,Greece,36
4.5,4.8000002,4.8000002,3.8333333,6.8023949,75,10,Other,Germany,1,0,90,50,Greece,36
2.2222223,2,2.2,2.5,7.6009026,,2,Dispersed Shareholders,Greece,0,1,85,0,Greece,32
2.9444444,3,2.8,3.1666667,5.9661469,,10,Managers,UK,1,0,100,0,Greece,32
2.7777777,2.8,2.2,3.1666667,5.7037826,,0,Private Individuals,Greece,0,1,90,0,Greece,34
3.2222223,3.2,3,3.3333333,5.0106354,,2,"Family owned, external CEO",,0,0,20,0,Greece,32
2.6111112,3.2,2.2,2.8333333,5.2983174,,2,"Family owned, family CEO",,0,0,90,10,Greece,20
2.5555556,3.5999999,1.6,2.3333333,7.0900769,,2,Dispersed Shareholders,Greece,0,1,30,5,Greece,28
3.3333333,4,3.4000001,2.5,5.857933,50,2,Other,Greece,0,1,90,10,Greece,28
3.9444444,4,4.8000002,3.1666667,5.7990928,,1,Dispersed Shareholders,Germany,1,0,100,10,Greece,36
2,2.5999999,2,1.3333334,5.0106354,,6,Dispersed Shareholders,,0,0,50,10,Greece,20
2,2,2.2,2.1666667,4.9052749,2,10,Dispersed Shareholders,,0,0,80,0,Greece,20
3.6666667,4,4,3,6.0637851,,2,Dispersed Shareholders,US,1,0,30,3,Greece,34
3.8333333,4,3.8,3.3333333,7.6009026,15,10,Dispersed Shareholders,US,1,0,85,8,Greece,34
3.5555556,4.5999999,3.4000001,2.6666667,6.4769726,,1,Dispersed Shareholders,US,1,0,95,15,Greece,20
2.2777777,2.4000001,2,2.1666667,6.4769726,4,2,Dispersed Shareholders,US,1,0,90,0,Greece,20
1.7058823,2.75,1,1.8333334,7.8240461,,1,Government,,0,0,30,5,Greece,37
2.5,3.2,2,2.1666667,5.9914646,,10,Other,,0,0,85,20,Greece,20
1.9411764,3,1.4,1.5,5.7037826,,4,"Family owned, family CEO",,0,0,25,0,Greece,31
2.4444444,2.5999999,3,1.6666666,5.4161005,0,10,"Family owned, family CEO",,0,0,50,0,Greece,31
2.6111112,1.8,3.2,3,5.521461,,0,Dispersed Shareholders,US,1,0,100,0,Greece,30
3.6666667,3.8,4.1999998,3.1666667,5.0106354,,8,"Family owned, family CEO",,0,0,100,15,Greece,28
4.1176472,4.8000002,3.8,3.5999999,7.8240461,,3,Dispersed Shareholders,US,1,0,100,40,Greece,20
4,4,4,3.6666667,8.0063677,3,2,Dispersed Shareholders,US,1,0,100,0,Greece,20
3.6666667,4,3.5999999,3.3333333,5.768321,,4,Founder,,0,0,100,0,Greece,28
3.7777777,3.8,3.5999999,3.8333333,6.3099184,15,10,Founder,,0,0,80,40,Greece,28
3,3.8,2,3.1666667,6.2146082,,10,Private Individuals,Greece,0,1,85,2,Greece,33
3.4444444,3.4000001,3.4000001,3.3333333,6.1092477,95,0,Private Individuals,Greece,0,1,85,0,Greece,33
2.2222223,2.8,1.2,2.3333333,4.8283138,,10,"Family owned, family CEO",,0,0,5,0,Greece,39
1.7222222,1.4,1.6,2.3333333,4.7449322,35,5,"Family owned, family CEO",,0,0,85,0,Greece,39
1.8823529,2.2,2.2,1.3333334,5.2983174,,4,"Family owned, family CEO",,0,0,50,0,Greece,27
2.6111112,3.4000001,2.5999999,1.8333334,5.2983174,70,3,Private Individuals,Germany,1,0,70,0,Greece,27
2.2222223,2,2.4000001,2.3333333,5.7037826,,1,Dispersed Shareholders,UK,1,0,20,0,Greece,20
3.0555556,3.2,2.8,3,5.6347895,10,10,Dispersed Shareholders,Denmark,1,0,100,0,Greece,20
2.9444444,4,3.8,1.1666666,7.1701198,,2,Founder,,0,0,100,5,Greece,29
3.8333333,4.4000001,4,3.1666667,7.3132205,33,3,Founder,,0,0,82,40,Greece,29
3.8888888,4.4000001,3.4000001,3.8333333,7.0900769,,1,Dispersed Shareholders,Switzerland,1,0,50,20,Greece,20
4.5555553,4.5999999,4.8000002,4.1666665,7.0030656,1,4,Dispersed Shareholders,Switzerland,1,0,80,0,Greece,20
4.5555553,4.5999999,4.5999999,4.3333335,6.3969297,,1,Dispersed Shareholders,Switzerland,1,0,100,60,Greece,38
3.7777777,4,3.4000001,3.8333333,5.7990928,90,4,Dispersed Shareholders,Switzerland,1,0,100,20,Greece,38
2.5882354,2.5999999,2.5999999,2.5,6.363028,,2,Private Equity,Greece,0,1,100,0,Greece,20
3.2222223,3.2,3.4000001,3.1666667,6.3969297,0,3,Private Equity,Greece,0,1,80,0,Greece,20
2.3333333,2.5999999,1.6,2.5,4.7874918,,10,"Family owned, family CEO",,0,0,90,0,Greece,35
2.3888888,3,2.5999999,1.8333334,6.9077554,,3,"Family owned, family CEO",,0,0,50,0,Greece,20
2.5,2.2,2.5999999,2.6666667,6.9077554,5,10,"Family owned, family CEO",,0,0,60,5,Greece,20
3.2777777,3.5999999,3.2,3.1666667,5.7037826,,0,Founder,,0,0,30,15,Greece,34
2.1666667,2.8,2,2.1666667,5.9401712,,3,"Family owned, family CEO",,0,0,50,10,Greece,20
2.3888888,2.5999999,1.8,2.5,5.5606818,17,10,"Family owned, family CEO",,0,0,90,0,Greece,20
3.2222223,3,3,3.8333333,6.6463904,,10,"Family owned, family CEO",,0,0,90,30,Greece,35
1.7222222,2,1.4,1.6666666,6.9077554,,2,Founder,,0,0,100,0,Greece,33
2.6111112,3,2,2.6666667,5.521461,,10,Founder,,0,0,90,10,Greece,28
2.0555556,2.5999999,2.2,1.3333334,5.572154,35,2,Founder,,0,0,100,0,Greece,28
2.1176472,2.4000001,1.4,2.5,4.7874918,,5,"Family owned, family CEO",,0,0,80,0,Greece,20
1.8888888,2.2,1.4,2,5.2983174,20,3,"Family owned, family CEO",,0,0,80,0,Greece,20
2.0555556,2.4000001,2.2,1.5,5.2983174,,2,Founder,,0,0,60,0,Greece,23
1.6666666,1.4,1.6,2.1666667,4.9416423,7,10,Founder,,0,0,70,0,Greece,23
1.1666666,1.2,1,1.1666666,5.9914646,,3,"Family owned, family CEO",,0,0,100,0,Greece,20
2.7058823,2.4000001,3,2.8333333,5.521461,,4,"Family owned, family CEO",Greece,0,1,43,0,Greece,36
1.6111112,1.4,1.6,1.8333334,5.2983174,25,5,"Family owned, family CEO",Greece,0,1,70,15,Greece,36
1.5882353,1.6,1.6,1.5,5.2983174,,3,Dispersed Shareholders,,0,0,25,0,Greece,22
2.8823528,3.4000001,3,2.5,5.857933,,2,"Family owned, external CEO",Greece,0,1,100,0,Greece,33
3.4444444,3.5999999,3.4000001,3.1666667,5.7990928,75,2,"Family owned, external CEO",Greece,0,1,70,18,Greece,33
1.8235294,2.4000001,1,2.1666667,5.4380794,,4,"Family owned, family CEO",,0,0,25,0,Greece,22
3.6666667,4.4000001,3.8,3,5.4424176,,2,Dispersed Shareholders,France,1,0,95,2,Greece,33
4.4444447,4.5999999,4.1999998,4.3333335,5.2626901,50,3,Dispersed Shareholders,France,1,0,65,35,Greece,33
2.8333333,2.8,3.4000001,2.3333333,5.6167712,,10,Dispersed Shareholders,Holland,1,0,95,0,Greece,28
2.8333333,2.8,2.4000001,3.3333333,5.5606818,9,10,Dispersed Shareholders,Netherlands,1,0,70,0,Greece,28
2.6470587,3,2.8,2.3333333,6.9077554,,3,Dispersed Shareholders,Greece,0,1,80,15,Greece,20
4.3333335,4.4000001,4.4000001,4,7.2442274,25,10,Dispersed Shareholders,Greece,0,1,60,15,Greece,20
2.6470587,3.4000001,1.6,2.5999999,5.0106354,,10,"Family owned, family CEO",,0,0,80,0,Greece,22
2,2.5999999,1.4,2,5.9401712,,10,Founder,,0,0,90,2,Greece,28
2.4705882,3,2.5999999,2,6.4769726,,0,Private Individuals,Greece,0,1,0,0,Greece,22
3.8333333,4.1999998,4,3.5,6.1092477,90,3,Private Individuals,Greece,0,1,88,20,Greece,22
3.0555556,4.4000001,2.8,2.3333333,5.31812,,4,"Family owned, family CEO",,0,0,50,5,Greece,28
3.8888888,4.4000001,3.8,3.3333333,5.7037826,,10,"Family owned, external CEO",,0,0,90,0,Greece,30
3.8888888,4.1999998,3.8,3.5,5.2983174,20,7,"Family owned, external CEO",,0,0,75,70,Greece,30
1.8235294,1.2,1.8,2.3333333,5.7838254,,4,"Family owned, family CEO",,0,0,40,0,Greece,26
1.8888888,2.4000001,1.8,1.5,5.4971681,0,4,"Family owned, family CEO",,0,0,75,0,Greece,26
3.6111112,3.8,4,3,4.8441873,,4,Founder,,0,0,80,0,Greece,30
3.6666667,4,3.2,4,5.7037826,,2,"Family owned, family CEO",Greece,0,1,95,,Greece,30
3,3.4000001,2.5999999,3,5.7990928,50,5,"Family owned, family CEO",Greece,0,1,60,0,Greece,30
3,3.4000001,3,2.5,5.3471074,,4,"Family owned, family CEO",,0,0,80,0,Greece,27
3.1666667,3,3.5999999,3.3333333,5.521461,,10,"Family owned, family CEO",,0,0,50,5,Greece,35
1.7058823,2.2,1.8,1.1666666,4.6051702,,1,Founder,,0,0,40,0,Greece,23
3.1111112,3.5999999,3.4000001,2.5,6.3969297,,0,Founder,Greece,0,1,50,0,Greece,35
1.6666666,1.8,1.8,1.6666666,7.8240461,98,10,Founder,Greece,0,1,10,0,Greece,35
2.3333333,2.4000001,2,2.6666667,5.521461,,8,Founder,,0,0,8,2,Greece,23
3.9444444,4.4000001,4.5999999,3,5.0106354,,2,Dispersed Shareholders,US,1,0,50,20,Greece,26
3.6111112,3.8,4,3,5.521461,5,10,Dispersed Shareholders,US,1,0,50,12,Greece,26
2.7777777,2.2,3.4000001,2.6666667,5.7037826,,1,Dispersed Shareholders,Germany,1,0,100,0,Greece,28
2.2777777,1.4,2,3,5.6276212,,1,"Family owned, family CEO",,0,0,20,10,Greece,24
1.3333334,1.2,1.2,1.6666666,4.8675346,,5,Dispersed Shareholders,,0,0,100,0,Greece,20
2.6470587,2.4000001,2.8,2.5999999,7.0900769,,4,"Family owned, family CEO",,0,0,100,20,Greece,20
2.6111112,2.5999999,2.8,2.8333333,6.0038872,,6,Founder,,0,0,100,0,Greece,26
2.3888888,2.2,2.4000001,2.6666667,5.4380794,40,4,Founder,Greece,0,1,85,15,Greece,26
1.8333334,1.2,1.6,2.5,5.9914646,,6,Private Individuals,Greece,0,1,40,0,Greece,33
4,3.8,4,4,5.0106354,65,10,Private Individuals,Greece,0,1,85,35,Greece,33
2.2777777,2.5999999,3,1.1666666,4.7874918,,10,"Family owned, family CEO",,0,0,30,0,Greece,20
2.2777777,2,3,2.3333333,5.1929569,,10,"Family owned, family CEO",,0,0,30,0,Greece,32
1.7647059,2.4000001,1,1.8333334,5.9914646,,1,Founder,,0,0,100,1,Greece,30
1.4444444,1.4,1.4,1.6666666,6.2146082,60,10,Founder,Greece,0,1,60,15,Greece,30
3.9444444,4.4000001,4.4000001,3.3333333,5.5759492,,10,Dispersed Shareholders,US,1,0,100,50,Greece,28
1.7647059,2,1,2.1666667,6.5510802,,2,"Family owned, family CEO",Greece,0,1,60,20,Greece,20
4.8333335,5,5,4.5,5.2470241,,1,Private Individuals,UK,1,0,90,65,Greece,20
3.8333333,4.1999998,4,3.1666667,5.5606818,15,1,Private Individuals,UK,1,0,80,30,Greece,20
3.2777777,3.5999999,3.5999999,3,5.521461,,10,Founder,,0,0,0,0,Greece,26
3.1666667,3.4000001,3.4000001,2.8333333,5.6347895,60,2,Founder,,0,0,85,0,Greece,26
2.5,3.4000001,2,2.6666667,4.9767337,,2,Founder,,0,0,30,0,Greece,23
3.7222223,4,3.4000001,4,5.0751739,,6,Founder,,0,0,100,0,Greece,20
2.0555556,2.5999999,2.8,1.3333334,6.3969297,,5,Private Individuals,,0,0,10,0,Greece,20
2.2777777,2.5999999,2,2.3333333,5.7037826,25,2,Private Individuals,,0,0,90,0,Greece,20
2.1764705,3.5,1.4,2,5.0106354,,10,Dispersed Shareholders,Sweden,1,0,50,0,Greece,34
2.9444444,3.2,2.8,2.6666667,5.7037826,80,10,Dispersed Shareholders,Sweden,1,0,80,30,Greece,34
1.7222222,1,1.8,2.5,5.1357985,,0,Private Individuals,,0,0,40,5,Greece,35
2.4444444,2.8,2.2,2.1666667,5.857933,,2,"Family owned, family CEO",,0,0,70,0,Greece,20
2.9444444,3,3.4000001,2.5,5.6698809,,4,Founder,,0,0,100,20,Greece,25
2.4444444,2.4000001,2.5999999,2.1666667,5.572154,40,10,Founder,,0,0,80,8,Greece,25
2.6666667,2.5999999,2,3,5.4380794,,1,Dispersed Shareholders,France,1,0,60,0,Greece,36
3.7222223,3.8,3.5999999,3.5,5.2040067,20,10,Dispersed Shareholders,France,1,0,60,5,Greece,36
2.5555556,2.8,1.8,2.8333333,5.1357985,,2,Founder,,0,0,29,10,Greece,24
2.5,3.2,1.6,2.3333333,6.1527328,,2,"Family owned, family CEO",Switzerland,1,0,25,0,Greece,20
2,1.8,3,1.6666666,4.6051702,,3,Dispersed Shareholders,,0,0,90,0,Greece,37
4.0555553,4.5999999,4,3.6666667,6.6846118,,10,Private Individuals,Greece,0,1,,,Greece,35
3.2777777,3.4000001,3.5999999,2.6666667,6.6846118,45,2,Private Individuals,Greece,0,1,100,40,Greece,35
2.1111112,2.8,1.2,2.6666667,4.8121843,,8,Founder,,0,0,80,0,Greece,32
2.8333333,3.2,2.4000001,3,5.0751739,,6,Founder,,0,0,50,0,Greece,26
1.3888888,1,1.4,1.8333334,4.7004805,,6,"Family owned, family CEO",,0,0,100,0,Greece,20
2.6666667,2.2,3.2,2.6666667,5.9914646,,10,"Family owned, family CEO",,0,0,90,10,Greece,20
3.3333333,3.4000001,3.5999999,3,5.857933,80,10,"Family owned, family CEO",,0,0,98,20,Greece,20
1.9444444,1.2,2,2,5.7037826,,1,"Family owned, family CEO",,0,0,80,0,Greece,20
3.5,4.1999998,4.5999999,2.1666667,5.8289456,,10,"Family owned, external CEO",Germany,1,0,100,40,Greece,28
1.4117647,2,1.2,1,5.1357985,,5,"Family owned, family CEO",,0,0,15,0,Greece,22
2.3333333,2.8,1.4,2.5,5.521461,,10,Founder,,0,0,100,0,Greece,25
3.2777777,4,3.5999999,2.5,5.7990928,,6,Dispersed Shareholders,Sweden,1,0,50,1,Greece,26
1.7777778,2.2,1.8,1.6666666,5.7525725,1,10,Other,Sweden,1,0,70,15,Greece,26
4.352941,4.5999999,4.5999999,4.4000001,5.0106354,,10,Dispersed Shareholders,Greece,0,1,50,0,Greece,32
3.3888888,3.5999999,3,3.6666667,5.0751739,0,0,Dispersed Shareholders,Greece,0,1,74,13,Greece,32
1.7222222,1.4,1.6,2.1666667,5.521461,,2,"Family owned, family CEO",Greece,0,1,20,0,Greece,35
2.6666667,3.4000001,2.4000001,2,7.6009026,,4,Dispersed Shareholders,Greece,0,1,20,0,Greece,23
2.6666667,2.8,2.8,2.6666667,7.0030656,10,10,Dispersed Shareholders,Greece,0,1,50,15,Greece,23
1.2777778,1.4,1.2,1.3333334,6.6846118,,2,Founder,,0,0,50,0,Greece,20
2.2777777,2.5999999,2,2.6666667,5.0751739,,4,Private Individuals,Greece,0,1,15,0,Greece,22
2.3333333,3,2,2.1666667,6.9077554,,10,"Family owned, family CEO",Greece,0,1,80,20,Greece,27
2.4444444,2.8,2.4000001,2.1666667,5.7899604,5,3,"Family owned, family CEO",Greece,0,1,65,15,Greece,27
3.8888888,4,4,3.6666667,5.8861041,,3,Dispersed Shareholders,Greece,0,1,40,0,Greece,35
3.8333333,4.4000001,3.8,3.3333333,5.0106354,,10,"Family owned, family CEO",,0,0,100,0,Greece,37
1.3333334,1.8,1,1.3333334,6.2146082,,3,Other,,0,0,70,0,Greece,20
2.9375,2.5999999,3,3.1666667,5.0751739,,5,Other,Greece,0,1,50,0,Greece,26
2.6111112,2.4000001,2.5999999,2.6666667,5.0751739,2,7,Other,Greece,0,1,72,15,Greece,26
2.6111112,3.2,2.5999999,2.3333333,4.7004805,,0,Founder,,0,0,100,0,Greece,34
2.9444444,3.2,2.8,2.8333333,4.6051702,90,6,Founder,,0,0,50,40,Greece,34
3.6666667,4.1999998,3.5999999,3.1666667,4.6051702,,10,Dispersed Shareholders,US,1,0,100,20,Greece,28
3.3333333,3.5999999,3.4000001,3,4.6539602,10,10,Dispersed Shareholders,France,1,0,50,40,Greece,28
1.9411764,2.2,1.6,1.8333334,5.3936276,,1,"Family owned, family CEO",,0,0,40,0,Greece,23
2.8333333,3.2,2.5999999,2.3333333,5.3936276,,3,Private Individuals,France,1,0,100,0,Greece,33
2.1111112,2.4000001,2.2,1.8333334,8.0063677,25,10,Private Individuals,France,1,0,60,10,Greece,33
2.6666667,3.2,1.4,3.1666667,4.6443911,,4,Founder,,0,0,55,0,Greece,35
1.7647059,2,2,1.3333334,5.7037826,,3,"Family owned, family CEO",,0,0,75,0,Greece,20
2.5882354,3.4000001,2.8,1.4,5.0106354,,2,Private Individuals,,0,0,100,0,Greece,36
1.6111112,1.8,1.6,1.3333334,4.7874918,,3,"Family owned, family CEO",,0,0,25,10,Greece,26
1.6111112,1.4,1,2,5.2983174,,1,Founder,,0,0,30,0,Greece,26
3.3888888,3.8,3.8,2.8333333,5.521461,,4,"Family owned, family CEO",,0,0,100,0,Greece,20
2,2.2,1.6,2.1666667,5.2574954,7,10,"Family owned, family CEO",,0,0,100,10,Greece,20
3.0555556,3.5999999,3.8,1.8333334,5.2983174,,3,Dispersed Shareholders,France,1,0,100,0,Greece,20
3.7222223,3.5999999,3.5999999,3.8333333,5.1929569,4,5,Dispersed Shareholders,France,1,0,65,35,Greece,20
2.3125,2.3333333,2.4000001,2.3333333,5.3471074,,3,Dispersed Shareholders,Germany,1,0,100,0,Greece,28
3.2777777,3.5999999,3,3.3333333,5.3936276,9,10,Dispersed Shareholders,UK,1,0,65,17,Greece,28
2.6111112,3.4000001,3.2,1.1666666,4.9904327,,4,"Family owned, family CEO",,0,0,100,0,Greece,34
2.1666667,2.4000001,2.2,1.6666666,4.8675346,10,3,"Family owned, family CEO",,0,0,60,20,Greece,34
1.7777778,2,1.6,1.3333334,7.3132205,,2,Dispersed Shareholders,Greece,0,1,30,0,Greece,22
2.1111112,2.4000001,2.4000001,2,7.0030656,15,10,Dispersed Shareholders,Greece,0,1,50,15,Greece,22
2.8333333,3.2,2.5999999,2.3333333,5.2983174,,2,Dispersed Shareholders,,0,0,15,0,Greece,20
3.5,4,3.4000001,2.8333333,5.768321,,0,Dispersed Shareholders,Greece,0,1,50,0,Greece,20
3.8333333,4,3.5999999,3.6666667,5.9914646,40,5,Dispersed Shareholders,Greece,0,1,90,45,Greece,20
2.7777777,3.5999999,2,2.1666667,5.0106354,,2,Private Individuals,Greece,0,1,50,10,Greece,23
1.7222222,1.6,2.2,1.5,5.9914646,,4,"Family owned, family CEO",,0,0,100,0,Greece,20
1.7777778,2.2,1.6,1.3333334,5.521461,88,10,"Family owned, family CEO",,0,0,70,0,Greece,20
2.7777777,3,2.8,2.5,5.3844953,,5,Founder,Greece,0,1,60,5,Greece,25
3.7222223,3.8,3.8,3.5,5.3471074,35,10,Private Individuals,Greece,0,1,60,18,Greece,25
2.2222223,2.2,1.4,2.6666667,6.2146082,,4,Dispersed Shareholders,,0,0,90,15,Greece,27
1.4705882,1.2,1,2,4.6539602,,3,Private Individuals,,0,0,80,0,Greece,20
2.2222223,2.4000001,2,1.8333334,5.0106354,,2,Founder,,0,0,85,50,Greece,32
3,3.8,2,2.8333333,6.3099184,,10,Dispersed Shareholders,Greece,0,1,100,0,Greece,28
3.7777777,4,4,3.3333333,6.5510802,50,4,Dispersed Shareholders,Greece,0,1,85,60,Greece,28
1.9444444,2.4000001,2,1.8333334,5.1929569,,4,Founder,,0,0,0,10,Greece,32
1.9411764,3.2,1.2,1.5,5.857933,,10,Private Individuals,Greece,0,1,0,0,Greece,23
2.1764705,2.5999999,2,2,5.521461,,1,Founder,,0,0,0,0,Greece,20
3.0555556,3.4000001,3,2.6666667,5.7037826,40,10,Founder,,0,0,87,50,Greece,20
2.1875,2.4000001,2.4000001,1.8,5.3936276,,5,Founder,,0,0,50,0,Greece,20
2.8888888,3.2,1.8,3.5,5.1929569,,6,Founder,,0,0,100,0,Greece,26
3.8888888,4.1999998,4,3.5,5.6347895,,10,Private Individuals,Greece,0,1,50,5,Greece,35
2.8125,3.2,3.4000001,2,4.9416423,,10,"Family owned, family CEO",,0,0,50,0,Greece,32
1.7222222,1.8,1.8,1.6666666,5.2729998,,5,Founder,,0,0,0,0,Greece,30
1.9411764,1.8,1.8,2.1666667,5.0875964,,2,"Family owned, family CEO",UK,1,0,40,0,Greece,20
2.2777777,2,2,2.8333333,4.7874918,0,10,Dispersed Shareholders,UK,1,0,50,0,Greece,20
2.3529413,2.5999999,2.2,2.3333333,6.9077554,,3,Dispersed Shareholders,Greece,0,1,40,0,Greece,37
1.1111112,1.2,1.2,1,6.8351846,40,4,Dispersed Shareholders,Greece,0,1,60,30,Greece,37
2.5,1.6,2.5999999,3.6666667,5.1929569,,4,Other,,0,0,100,50,Greece,27
1.9444444,2.2,2,1.8333334,4.7874918,10,10,Other,,0,0,100,20,Greece,27
3.0555556,3.4000001,2.2,3.6666667,5.9914646,,4,Managers,,0,0,90,0,Greece,20
